/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_25_129.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_25_129.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_25_129.jpg,0,0,0,7.55296E-06
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_25_198.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_25_198.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_25_198.jpg,0,0,0,6.820578E-06
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_26_643.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_26_643.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_26_643.jpg,0,0,0,0.0003116925
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_27_742.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_27_742.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_27_742.jpg,0,0,0,0.0008907054
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_27_842.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_27_842.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_27_842.jpg,0,0,0,0.001166922
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_27_941.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_27_941.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_27_941.jpg,0,0,0,0.0005791431
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_28_042.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_28_042.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_28_042.jpg,0,0,0,0.0001882588
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_28_142.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_28_142.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_28_142.jpg,0,0,0,4.799078E-06
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_28_247.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_28_247.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_28_247.jpg,0,0,0,4.187772E-05
/home/anmol/GITHUB/Self_Driving/dataset/IMG/center_2020_07_13_20_59_28_341.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/left_2020_07_13_20_59_28_341.jpg,/home/anmol/GITHUB/Self_Driving/dataset/IMG/right_2020_07_13_20_59_28_341.jpg,0,0,0,2.660797E-05
